time,Anum,Bnum,Aact,Bact,Bcum,inventory,refilled
372.25,7.288759277380368e+16,7009954193693368.0,39244523232.78917,5680567229.25192,791753039018.0786,10140041447.068413,4646981510.912997
372.2903225806452,7.294119509250885e+16,7126772022202656.0,39273384076.75043,5775231403.9507,791753039018.0786,10140041447.068413,4646981510.912997
372.3306451612903,7.299469695800232e+16,7243360829545287.0,39302190834.1621,5869709989.685819,791753039018.0786,10140041447.068413,4646981510.912997
372.3709677419355,7.304809855853814e+16,7359721073389398.0,39330943606.38494,5964003357.331971,791753039018.0786,10140041447.068413,4646981510.912997
372.41129032258067,7.31014000820174e+16,7475853210464668.0,39359642494.589645,6058111877.003366,791753039018.0786,10140041447.068413,4646981510.912997
372.4516129032258,7.315460171598906e+16,7591757696564802.0,39388287599.75729,6152035918.055739,791753039018.0786,10140041447.068413,4646981510.912997
372.491935483871,7.320770364765075e+16,7707434986550002.0,39416879022.67986,6245775849.088353,791753039018.0786,10140041447.068413,4646981510.912997
372.53225806451616,7.326070606384915e+16,7822885534347960.0,39445416863.9603,6339332037.944806,791753039018.0786,10140041447.068413,4646981510.912997
372.5725806451613,7.331360915108072e+16,7938109792956330.0,39473901224.01302,6432704851.715034,791753039018.0786,10140041447.068413,4646981510.912997
372.61290322580646,7.336641309549269e+16,8053108214445156.0,39502332203.064415,6525894656.737274,791753039018.0786,10140041447.068413,4646981510.912997
372.6532258064516,7.341911808288307e+16,8167881249957735.0,39530709901.152824,6618901818.598772,791753039018.0786,10140041447.068413,4646981510.912997
