# (n,g)     reaction
# E_in [eV]   sigma[barns]
8.294724e+02  5.406575e-01
8.294993e+02  5.216105e-01
8.295261e+02  5.035583e-01
8.295529e+02  4.864327e-01
8.295797e+02  4.701714e-01
8.296066e+02  4.547172e-01
8.296334e+02  4.400177e-01
8.296602e+02  4.260243e-01
8.296871e+02  4.126927e-01
8.297139e+02  3.999818e-01
8.297407e+02  3.878536e-01
8.297675e+02  3.762731e-01
8.297944e+02  3.652077e-01
8.298212e+02  3.546274e-01
8.298480e+02  3.445042e-01
8.298748e+02  3.348122e-01
8.299017e+02  3.255273e-01
8.299363e+02  3.141003e-01
8.299710e+02  3.032704e-01
8.300056e+02  2.929966e-01
8.300403e+02  2.832416e-01
8.300749e+02  2.739710e-01
8.301096e+02  2.651532e-01
8.301442e+02  2.567592e-01
8.301789e+02  2.487623e-01
8.302135e+02  2.411379e-01
8.302482e+02  2.338631e-01
8.302828e+02  2.269169e-01
8.303175e+02  2.202798e-01
8.303521e+02  2.139338e-01
8.303868e+02  2.078620e-01
8.304214e+02  2.020490e-01
8.304561e+02  1.964801e-01
8.304952e+02  1.904750e-01
8.305343e+02  1.847454e-01
8.305734e+02  1.792749e-01
8.306124e+02  1.740479e-01
8.306515e+02  1.690503e-01
8.306906e+02  1.642688e-01
8.307297e+02  1.596911e-01
8.307688e+02  1.553059e-01
8.308192e+02  1.499147e-01
8.308696e+02  1.448050e-01
8.309201e+02  1.399578e-01
8.309705e+02  1.353552e-01
8.310209e+02  1.309811e-01
8.310714e+02  1.268207e-01
8.311218e+02  1.228601e-01
8.311722e+02  1.190869e-01
8.312300e+02  1.149774e-01
8.312878e+02  1.110828e-01
8.313456e+02  1.073882e-01
8.314035e+02  1.038801e-01
8.314613e+02  1.005463e-01
8.315191e+02  9.737528e-02
8.315769e+02  9.435672e-02
8.316347e+02  9.148098e-02
8.316925e+02  8.873916e-02
8.317503e+02  8.612310e-02
8.318081e+02  8.362521e-02
8.318659e+02  8.123847e-02
8.319237e+02  7.895640e-02
8.319815e+02  7.677295e-02
8.320393e+02  7.468252e-02
8.320971e+02  7.267990e-02
8.321718e+02  7.021564e-02
8.322464e+02  6.788013e-02
8.323211e+02  6.566457e-02
8.323957e+02  6.356088e-02
8.324704e+02  6.156164e-02
8.325450e+02  5.966007e-02
8.326197e+02  5.784988e-02
8.326943e+02  5.612534e-02
8.327690e+02  5.448110e-02
8.328437e+02  5.291227e-02
8.329183e+02  5.141431e-02
8.329930e+02  4.998300e-02
8.330676e+02  4.861445e-02
8.331423e+02  4.730505e-02
8.332169e+02  4.605143e-02
8.332916e+02  4.485048e-02
8.333880e+02  4.337261e-02
8.334844e+02  4.197198e-02
8.335808e+02  4.064329e-02
8.336773e+02  3.938171e-02
8.337737e+02  3.818278e-02
8.338701e+02  3.704244e-02
8.339665e+02  3.595693e-02
8.340629e+02  3.492279e-02
8.341594e+02  3.393683e-02
8.342558e+02  3.299612e-02
8.343522e+02  3.209792e-02
8.344486e+02  3.123972e-02
8.345451e+02  3.041919e-02
8.346415e+02  2.963414e-02
8.347379e+02  2.888257e-02
8.348343e+02  2.816262e-02
8.349589e+02  2.727650e-02
8.350834e+02  2.643676e-02
8.352080e+02  2.564023e-02
8.353326e+02  2.488400e-02
8.354571e+02  2.416541e-02
8.355817e+02  2.348202e-02
8.357062e+02  2.283156e-02
8.358308e+02  2.221197e-02
8.359554e+02  2.162133e-02
8.360799e+02  2.105788e-02
8.362045e+02  2.051998e-02
8.363291e+02  2.000613e-02
8.364536e+02  1.951492e-02
8.365782e+02  1.904504e-02
8.367027e+02  1.859530e-02
8.368273e+02  1.816457e-02
8.369881e+02  1.763483e-02
8.371490e+02  1.713296e-02
8.373098e+02  1.665708e-02
8.374707e+02  1.620543e-02
8.376315e+02  1.577642e-02
8.377923e+02  1.536859e-02
8.379532e+02  1.498059e-02
8.381140e+02  1.461117e-02
8.382749e+02  1.425919e-02
8.384357e+02  1.392360e-02
8.385965e+02  1.360341e-02
8.387574e+02  1.329771e-02
8.390791e+02  1.272652e-02
8.394007e+02  1.220400e-02
8.396085e+02  1.188998e-02
8.398162e+02  1.159283e-02
8.400239e+02  1.131140e-02
8.402316e+02  1.104466e-02
8.404394e+02  1.079164e-02
8.406471e+02  1.055148e-02
8.408548e+02  1.032336e-02
8.410625e+02  1.010654e-02
8.412703e+02  9.900337e-03
8.414780e+02  9.704111e-03
8.418934e+02  9.339296e-03
8.423089e+02  9.007917e-03
8.427243e+02  8.706371e-03
8.430931e+02  8.461205e-03
8.434618e+02  8.235183e-03
8.439062e+02  7.985872e-03
8.443505e+02  7.759357e-03
8.447949e+02  7.553402e-03
8.452392e+02  7.366059e-03
8.456836e+02  7.195626e-03
8.461280e+02  7.040612e-03
8.465723e+02  6.899708e-03
8.470167e+02  6.771760e-03
8.473632e+02  6.680317e-03
8.477097e+02  6.595699e-03
8.484027e+02  6.445406e-03
8.490958e+02  6.318145e-03
8.497888e+02  6.211646e-03
8.504819e+02  6.124028e-03
8.511749e+02  6.053732e-03
8.518679e+02  5.999472e-03
8.525610e+02  5.960195e-03
8.532902e+02  5.934113e-03
8.540942e+02  5.922560e-03
8.548982e+02  5.928304e-03
8.557022e+02  5.950816e-03
8.565062e+02  5.989800e-03
8.573103e+02  6.045173e-03
8.581143e+02  6.117065e-03
8.589183e+02  6.205810e-03
8.597223e+02  6.311955e-03
8.603108e+02  6.401104e-03
8.608992e+02  6.500365e-03
8.616358e+02  6.639571e-03
8.623723e+02  6.796425e-03
8.631089e+02  6.972231e-03
8.638455e+02  7.168548e-03
8.645820e+02  7.387236e-03
8.653186e+02  7.630502e-03
8.660552e+02  7.900970e-03
8.667917e+02  8.201759e-03
8.673366e+02  8.445926e-03
8.678814e+02  8.710467e-03
8.684263e+02  8.997397e-03
8.689711e+02  9.309036e-03
8.695666e+02  9.681100e-03
8.701622e+02  1.008997e-02
8.704599e+02  1.030968e-02
8.707577e+02  1.054046e-02
8.710555e+02  1.078307e-02
8.713532e+02  1.103830e-02
8.717948e+02  1.144199e-02
8.722363e+02  1.187870e-02
8.726779e+02  1.235221e-02
8.731195e+02  1.286687e-02
8.735610e+02  1.342774e-02
8.737818e+02  1.372732e-02
8.740026e+02  1.404075e-02
8.742234e+02  1.436892e-02
8.744442e+02  1.471283e-02
8.746649e+02  1.507353e-02
8.748857e+02  1.545220e-02
8.752275e+02  1.607682e-02
8.755693e+02  1.675286e-02
8.759111e+02  1.748642e-02
8.762529e+02  1.828457e-02
8.764238e+02  1.871039e-02
8.765946e+02  1.915556e-02
8.767655e+02  1.962132e-02
8.769364e+02  2.010903e-02
8.771073e+02  2.062016e-02
8.772782e+02  2.115631e-02
8.774491e+02  2.171924e-02
8.776200e+02  2.231084e-02
8.778847e+02  2.328864e-02
8.781494e+02  2.434897e-02
8.784140e+02  2.550186e-02
8.785464e+02  2.611659e-02
8.786787e+02  2.675896e-02
8.788111e+02  2.743075e-02
8.789434e+02  2.813386e-02
8.790757e+02  2.887034e-02
8.792081e+02  2.964245e-02
8.793404e+02  3.045260e-02
8.794728e+02  3.130347e-02
8.796051e+02  3.219791e-02
8.797374e+02  3.313910e-02
8.798847e+02  3.424584e-02
8.800320e+02  3.541999e-02
8.801793e+02  3.666734e-02
8.803266e+02  3.799433e-02
8.804739e+02  3.940814e-02
8.806212e+02  4.091677e-02
8.807685e+02  4.252919e-02
8.809158e+02  4.425546e-02
8.810311e+02  4.569297e-02
8.811464e+02  4.721312e-02
8.812616e+02  4.882257e-02
8.813769e+02  5.052863e-02
8.814562e+02  5.176317e-02
8.815355e+02  5.305018e-02
8.816149e+02  5.439275e-02
8.816942e+02  5.579420e-02
8.817735e+02  5.725811e-02
8.818529e+02  5.878833e-02
8.819322e+02  6.038902e-02
8.820115e+02  6.206468e-02
8.820909e+02  6.382015e-02
8.821702e+02  6.566070e-02
8.822495e+02  6.759202e-02
8.823289e+02  6.962030e-02
8.824082e+02  7.175226e-02
8.824875e+02  7.399523e-02
8.825668e+02  7.635718e-02
8.826462e+02  7.884684e-02
8.827076e+02  8.086835e-02
8.827690e+02  8.297691e-02
8.828305e+02  8.517768e-02
8.828919e+02  8.747617e-02
8.829533e+02  8.987836e-02
8.830147e+02  9.239066e-02
8.830762e+02  9.502001e-02
8.831376e+02  9.777387e-02
8.831990e+02  1.006604e-01
8.832605e+02  1.036882e-01
8.833219e+02  1.068669e-01
8.833833e+02  1.102068e-01
8.834447e+02  1.137191e-01
8.835062e+02  1.174160e-01
8.835676e+02  1.213108e-01
8.836290e+02  1.254179e-01
8.836766e+02  1.287536e-01
8.837241e+02  1.322340e-01
8.837717e+02  1.358678e-01
8.838192e+02  1.396642e-01
8.838668e+02  1.436331e-01
8.839144e+02  1.477853e-01
8.839619e+02  1.521321e-01
8.840095e+02  1.566862e-01
8.840570e+02  1.614610e-01
8.841046e+02  1.664711e-01
8.841521e+02  1.717323e-01
8.841997e+02  1.772618e-01
8.842473e+02  1.830782e-01
8.842948e+02  1.892020e-01
8.843424e+02  1.956552e-01
8.843899e+02  2.024620e-01
8.844267e+02  2.079930e-01
8.844636e+02  2.137651e-01
8.845004e+02  2.197928e-01
8.845372e+02  2.260914e-01
8.845741e+02  2.326774e-01
8.846109e+02  2.395687e-01
8.846477e+02  2.467845e-01
8.846845e+02  2.543457e-01
8.847214e+02  2.622746e-01
8.847582e+02  2.705956e-01
8.847950e+02  2.793351e-01
8.848319e+02  2.885218e-01
8.848687e+02  2.981868e-01
8.849055e+02  3.083639e-01
8.849423e+02  3.190901e-01
8.849792e+02  3.304057e-01
8.850077e+02  3.395980e-01
8.850362e+02  3.491920e-01
8.850647e+02  3.592116e-01
8.850932e+02  3.696823e-01
8.851217e+02  3.806318e-01
8.851502e+02  3.920898e-01
8.851787e+02  4.040881e-01
8.852072e+02  4.166616e-01
8.852358e+02  4.298476e-01
8.852643e+02  4.436866e-01
8.852928e+02  4.582225e-01
8.853213e+02  4.735030e-01
8.853498e+02  4.895799e-01
8.853783e+02  5.065096e-01
8.854068e+02  5.243536e-01
8.854353e+02  5.431790e-01
8.854574e+02  5.584785e-01
8.854795e+02  5.744474e-01
8.855016e+02  5.911254e-01
8.855236e+02  6.085551e-01
8.855457e+02  6.267824e-01
8.855678e+02  6.458568e-01
8.855899e+02  6.658317e-01
8.856119e+02  6.867646e-01
8.856340e+02  7.087180e-01
8.856561e+02  7.317592e-01
8.856782e+02  7.559614e-01
8.857003e+02  7.814039e-01
8.857223e+02  8.081731e-01
8.857444e+02  8.363628e-01
8.857665e+02  8.660754e-01
8.857886e+02  8.974224e-01
8.858057e+02  9.228855e-01
8.858228e+02  9.494623e-01
8.858398e+02  9.772187e-01
8.858569e+02  1.006226e+00
8.858740e+02  1.036559e+00
8.858911e+02  1.068301e+00
8.859082e+02  1.101541e+00
8.859253e+02  1.136374e+00
8.859424e+02  1.172904e+00
8.859595e+02  1.211242e+00
8.859766e+02  1.251511e+00
8.859936e+02  1.293841e+00
8.860107e+02  1.338376e+00
8.860278e+02  1.385271e+00
8.860449e+02  1.434697e+00
8.860620e+02  1.486839e+00
8.860752e+02  1.529212e+00
8.860885e+02  1.573437e+00
8.861017e+02  1.619622e+00
8.861149e+02  1.667886e+00
8.861282e+02  1.718356e+00
8.861414e+02  1.771167e+00
8.861546e+02  1.826466e+00
8.861679e+02  1.884413e+00
8.861811e+02  1.945179e+00
8.861943e+02  2.008949e+00
8.862076e+02  2.075925e+00
8.862142e+02  2.110683e+00
8.862208e+02  2.146325e+00
8.862274e+02  2.182883e+00
8.862340e+02  2.220387e+00
8.862407e+02  2.258870e+00
8.862473e+02  2.298368e+00
8.862539e+02  2.338915e+00
8.862605e+02  2.380549e+00
8.862671e+02  2.423310e+00
8.862737e+02  2.467238e+00
8.862787e+02  2.500967e+00
8.862837e+02  2.535394e+00
8.862886e+02  2.570541e+00
8.862936e+02  2.606426e+00
8.862986e+02  2.643071e+00
8.863035e+02  2.680496e+00
8.863085e+02  2.718725e+00
8.863134e+02  2.757780e+00
8.863184e+02  2.797686e+00
8.863234e+02  2.838467e+00
8.863283e+02  2.880149e+00
8.863333e+02  2.922759e+00
8.863382e+02  2.966324e+00
8.863432e+02  3.010873e+00
8.863457e+02  3.033526e+00
8.863482e+02  3.056436e+00
8.863506e+02  3.079607e+00
8.863531e+02  3.103044e+00
8.863556e+02  3.126750e+00
8.863581e+02  3.150729e+00
8.863606e+02  3.174986e+00
8.863631e+02  3.199525e+00
8.863655e+02  3.224350e+00
8.863680e+02  3.249466e+00
8.863705e+02  3.274877e+00
8.863730e+02  3.300587e+00
8.863755e+02  3.326604e+00
8.863779e+02  3.352929e+00
8.863804e+02  3.379568e+00
8.863829e+02  3.406526e+00
8.863854e+02  3.433809e+00
8.863866e+02  3.447575e+00
8.863879e+02  3.461422e+00
8.863891e+02  3.475354e+00
8.863903e+02  3.489370e+00
8.863916e+02  3.503472e+00
8.863928e+02  3.517658e+00
8.863941e+02  3.531933e+00
8.863953e+02  3.546294e+00
8.863965e+02  3.560743e+00
8.863978e+02  3.575280e+00
8.863990e+02  3.589907e+00
8.864003e+02  3.604624e+00
8.864015e+02  3.619432e+00
8.864027e+02  3.634330e+00
8.864040e+02  3.649323e+00
8.864052e+02  3.664407e+00
8.864065e+02  3.679586e+00
8.864077e+02  3.694858e+00
8.864089e+02  3.710228e+00
8.864102e+02  3.725692e+00
8.864108e+02  3.733461e+00
8.864114e+02  3.741254e+00
8.864120e+02  3.749072e+00
8.864127e+02  3.756914e+00
8.864133e+02  3.764781e+00
8.864139e+02  3.772673e+00
8.864145e+02  3.780589e+00
8.864151e+02  3.788531e+00
8.864158e+02  3.796498e+00
8.864164e+02  3.804490e+00
8.864170e+02  3.812507e+00
8.864176e+02  3.820549e+00
8.864182e+02  3.828617e+00
8.864189e+02  3.836711e+00
8.864195e+02  3.844831e+00
8.864201e+02  3.852975e+00
8.864207e+02  3.861146e+00
8.864213e+02  3.869344e+00
8.864220e+02  3.877567e+00
8.864226e+02  3.885816e+00
8.864232e+02  3.894092e+00
8.864238e+02  3.902395e+00
8.864244e+02  3.910724e+00
8.864251e+02  3.919079e+00
8.864257e+02  3.927462e+00
8.864263e+02  3.935872e+00
8.864266e+02  3.940087e+00
8.864269e+02  3.944309e+00
8.864272e+02  3.948537e+00
8.864275e+02  3.952772e+00
8.864279e+02  3.957014e+00
8.864282e+02  3.961263e+00
8.864285e+02  3.965519e+00
8.864288e+02  3.969782e+00
8.864291e+02  3.974052e+00
8.864294e+02  3.978328e+00
8.864297e+02  3.982612e+00
8.864300e+02  3.986901e+00
8.864302e+02  3.989050e+00
8.864306e+02  3.995503e+00
8.864310e+02  3.999814e+00
8.864313e+02  4.004133e+00
8.864316e+02  4.008458e+00
8.864319e+02  4.012791e+00
8.864322e+02  4.017130e+00
8.864325e+02  4.021475e+00
8.864328e+02  4.025591e+00
8.864331e+02  4.029712e+00
8.864334e+02  4.033840e+00
8.864337e+02  4.037973e+00
8.864343e+02  4.046261e+00
8.864349e+02  4.054573e+00
8.864354e+02  4.062913e+00
8.864360e+02  4.071276e+00
8.864366e+02  4.079667e+00
8.864372e+02  4.088082e+00
8.864378e+02  4.096525e+00
8.864384e+02  4.104993e+00
8.864390e+02  4.113489e+00
8.864395e+02  4.122009e+00
8.864401e+02  4.130558e+00
8.864407e+02  4.139131e+00
8.864413e+02  4.147733e+00
8.864419e+02  4.156360e+00
8.864425e+02  4.165016e+00
8.864431e+02  4.173697e+00
8.864436e+02  4.182407e+00
8.864442e+02  4.191143e+00
8.864448e+02  4.199908e+00
8.864454e+02  4.208698e+00
8.864460e+02  4.217518e+00
8.864466e+02  4.226364e+00
8.864472e+02  4.235240e+00
8.864478e+02  4.244142e+00
8.864483e+02  4.253074e+00
8.864489e+02  4.262032e+00
8.864495e+02  4.271020e+00
8.864501e+02  4.280036e+00
8.864507e+02  4.289081e+00
8.864513e+02  4.298154e+00
8.864524e+02  4.316387e+00
8.864536e+02  4.334737e+00
8.864548e+02  4.353204e+00
8.864560e+02  4.371789e+00
8.864571e+02  4.390494e+00
8.864583e+02  4.409319e+00
8.864595e+02  4.428265e+00
8.864606e+02  4.447334e+00
8.864618e+02  4.466526e+00
8.864630e+02  4.485843e+00
8.864642e+02  4.505286e+00
8.864653e+02  4.524855e+00
8.864665e+02  4.544553e+00
8.864677e+02  4.564379e+00
8.864689e+02  4.584335e+00
8.864700e+02  4.604422e+00
8.864712e+02  4.624642e+00
8.864724e+02  4.644996e+00
8.864735e+02  4.665484e+00
8.864747e+02  4.686107e+00
8.864759e+02  4.706868e+00
8.864771e+02  4.727768e+00
8.864782e+02  4.748807e+00
8.864794e+02  4.769986e+00
8.864806e+02  4.791308e+00
8.864818e+02  4.812773e+00
8.864841e+02  4.856138e+00
8.864864e+02  4.900091e+00
8.864888e+02  4.944644e+00
8.864911e+02  4.989808e+00
8.864935e+02  5.035593e+00
8.864958e+02  5.082011e+00
8.864982e+02  5.129073e+00
8.865005e+02  5.176793e+00
8.865029e+02  5.225181e+00
8.865052e+02  5.274250e+00
8.865075e+02  5.324014e+00
8.865099e+02  5.374485e+00
8.865122e+02  5.425677e+00
8.865146e+02  5.477603e+00
8.865169e+02  5.530278e+00
8.865193e+02  5.583715e+00
8.865216e+02  5.637931e+00
8.865240e+02  5.692939e+00
8.865263e+02  5.748756e+00
8.865287e+02  5.805397e+00
8.865310e+02  5.862878e+00
8.865333e+02  5.921216e+00
8.865357e+02  5.980429e+00
8.865380e+02  6.040533e+00
8.865404e+02  6.101547e+00
8.865427e+02  6.163488e+00
8.865451e+02  6.226377e+00
8.865474e+02  6.290231e+00
8.865498e+02  6.355072e+00
8.865521e+02  6.420919e+00
8.865545e+02  6.487793e+00
8.865568e+02  6.555715e+00
8.865591e+02  6.624709e+00
8.865638e+02  6.765997e+00
8.865685e+02  6.911845e+00
8.865732e+02  7.062451e+00
8.865779e+02  7.218024e+00
8.865826e+02  7.378781e+00
8.865873e+02  7.544957e+00
8.865920e+02  7.716796e+00
8.865967e+02  7.894557e+00
8.866013e+02  8.078514e+00
8.866060e+02  8.268958e+00
8.866107e+02  8.466194e+00
8.866154e+02  8.670549e+00
8.866201e+02  8.882367e+00
8.866248e+02  9.102014e+00
8.866295e+02  9.329879e+00
8.866342e+02  9.566375e+00
8.866389e+02  9.811940e+00
8.866436e+02  1.006704e+01
8.866483e+02  1.033218e+01
8.866529e+02  1.060788e+01
8.866576e+02  1.089470e+01
8.866623e+02  1.119326e+01
8.866670e+02  1.150420e+01
8.866717e+02  1.182820e+01
8.866764e+02  1.216600e+01
8.866811e+02  1.251839e+01
8.866858e+02  1.288622e+01
8.866905e+02  1.327040e+01
8.866952e+02  1.367189e+01
8.866998e+02  1.409176e+01
8.867045e+02  1.453111e+01
8.867076e+02  1.482772e+01
8.867106e+02  1.513344e+01
8.867137e+02  1.544862e+01
8.867167e+02  1.577368e+01
8.867205e+02  1.618791e+01
8.867242e+02  1.661852e+01
8.867280e+02  1.706639e+01
8.867317e+02  1.753244e+01
8.867355e+02  1.801765e+01
8.867392e+02  1.852309e+01
8.867430e+02  1.904986e+01
8.867467e+02  1.959919e+01
8.867505e+02  2.017236e+01
8.867542e+02  2.077075e+01
8.867580e+02  2.139584e+01
8.867617e+02  2.204922e+01
8.867655e+02  2.273261e+01
8.867693e+02  2.344784e+01
8.867730e+02  2.419689e+01
8.867768e+02  2.498189e+01
8.867805e+02  2.580515e+01
8.867843e+02  2.666915e+01
8.867880e+02  2.757657e+01
8.867918e+02  2.853033e+01
8.867955e+02  2.953356e+01
8.867993e+02  3.058969e+01
8.868030e+02  3.170243e+01
8.868068e+02  3.287580e+01
8.868105e+02  3.411420e+01
8.868143e+02  3.542241e+01
8.868180e+02  3.680564e+01
8.868218e+02  3.826960e+01
8.868255e+02  3.982054e+01
8.868293e+02  4.146528e+01
8.868330e+02  4.321133e+01
8.868368e+02  4.506692e+01
8.868405e+02  4.704112e+01
8.868443e+02  4.914392e+01
8.868480e+02  5.138632e+01
8.868518e+02  5.378049e+01
8.868555e+02  5.633991e+01
8.868593e+02  5.907949e+01
8.868631e+02  6.201578e+01
8.868668e+02  6.516717e+01
8.868706e+02  6.855413e+01
8.868743e+02  7.219946e+01
8.868762e+02  7.412685e+01
8.868781e+02  7.612858e+01
8.868799e+02  7.820832e+01
8.868818e+02  8.036990e+01
8.868837e+02  8.261742e+01
8.868856e+02  8.495517e+01
8.868874e+02  8.738772e+01
8.868893e+02  8.991990e+01
8.868912e+02  9.255681e+01
8.868931e+02  9.530386e+01
8.868949e+02  9.816677e+01
8.868968e+02  1.011516e+02
8.868987e+02  1.042647e+02
8.869006e+02  1.075130e+02
8.869024e+02  1.109035e+02
8.869043e+02  1.144439e+02
8.869062e+02  1.181422e+02
8.869081e+02  1.220068e+02
8.869100e+02  1.260467e+02
8.869118e+02  1.302714e+02
8.869137e+02  1.346908e+02
8.869156e+02  1.393154e+02
8.869175e+02  1.441563e+02
8.869193e+02  1.492251e+02
8.869212e+02  1.545338e+02
8.869231e+02  1.600953e+02
8.869250e+02  1.659228e+02
8.869268e+02  1.720302e+02
8.869287e+02  1.784318e+02
8.869306e+02  1.851424e+02
8.869325e+02  1.921773e+02
8.869343e+02  1.995521e+02
8.869362e+02  2.072824e+02
8.869381e+02  2.153843e+02
8.869400e+02  2.238735e+02
8.869418e+02  2.327656e+02
8.869437e+02  2.420754e+02
8.869456e+02  2.518171e+02
8.869475e+02  2.620033e+02
8.869493e+02  2.726451e+02
8.869512e+02  2.837512e+02
8.869531e+02  2.953274e+02
8.869550e+02  3.073757e+02
8.869569e+02  3.198935e+02
8.869587e+02  3.328729e+02
8.869606e+02  3.462992e+02
8.869625e+02  3.601502e+02
8.869644e+02  3.743944e+02
8.869681e+02  4.038850e+02
8.869719e+02  4.342927e+02
8.869756e+02  4.649204e+02
8.869794e+02  4.948321e+02
8.869812e+02  5.091637e+02
8.869831e+02  5.228650e+02
8.869850e+02  5.357644e+02
8.869869e+02  5.476864e+02
8.869887e+02  5.584562e+02
8.869906e+02  5.679054e+02
8.869927e+02  5.767887e+02
8.869944e+02  5.822486e+02
8.869956e+02  5.855710e+02
8.869966e+02  5.875809e+02
8.869974e+02  5.887922e+02
8.869980e+02  5.895208e+02
8.869984e+02  5.899583e+02
8.869988e+02  5.902208e+02
8.869991e+02  5.903782e+02
8.869993e+02  5.904726e+02
8.869994e+02  5.905292e+02
8.869996e+02  5.905631e+02
8.869997e+02  5.905834e+02
8.869997e+02  5.905955e+02
8.869998e+02  5.906028e+02
8.869998e+02  5.906072e+02
8.869999e+02  5.906098e+02
8.869999e+02  5.906113e+02
8.869999e+02  5.906123e+02
8.869999e+02  5.906128e+02
8.870000e+02  5.906131e+02
8.870000e+02  5.906133e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906136e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906135e+02
8.870000e+02  5.906134e+02
8.870000e+02  5.906132e+02
8.870000e+02  5.906130e+02
8.870001e+02  5.906126e+02
8.870001e+02  5.906119e+02
8.870001e+02  5.906109e+02
8.870001e+02  5.906090e+02
8.870002e+02  5.906060e+02
8.870002e+02  5.906010e+02
8.870003e+02  5.905926e+02
8.870004e+02  5.905786e+02
8.870005e+02  5.905554e+02
8.870006e+02  5.905166e+02
8.870008e+02  5.904521e+02
8.870010e+02  5.903444e+02
8.870013e+02  5.901651e+02
8.870017e+02  5.898662e+02
8.870022e+02  5.893684e+02
8.870028e+02  5.885400e+02
8.870036e+02  5.871633e+02
8.870046e+02  5.848818e+02
8.870060e+02  5.811153e+02
8.870077e+02  5.749397e+02
8.870090e+02  5.694945e+02
8.870103e+02  5.633405e+02
8.870122e+02  5.532082e+02
8.870141e+02  5.418386e+02
8.870159e+02  5.294040e+02
8.870178e+02  5.160803e+02
8.870197e+02  5.020414e+02
8.870216e+02  4.874554e+02
8.870253e+02  4.572623e+02
8.870291e+02  4.266104e+02
8.870328e+02  3.963753e+02
8.870366e+02  3.671968e+02
8.870385e+02  3.531449e+02
8.870403e+02  3.395032e+02
8.870422e+02  3.262984e+02
8.870441e+02  3.135488e+02
8.870460e+02  3.012655e+02
8.870478e+02  2.894538e+02
8.870497e+02  2.781136e+02
8.870516e+02  2.672411e+02
8.870535e+02  2.568288e+02
8.870553e+02  2.468668e+02
8.870572e+02  2.373433e+02
8.870591e+02  2.282447e+02
8.870610e+02  2.195565e+02
8.870628e+02  2.112634e+02
8.870647e+02  2.033497e+02
8.870666e+02  1.957996e+02
8.870685e+02  1.885973e+02
8.870703e+02  1.817269e+02
8.870722e+02  1.751731e+02
8.870741e+02  1.689209e+02
8.870760e+02  1.629556e+02
8.870779e+02  1.572632e+02
8.870797e+02  1.518301e+02
8.870816e+02  1.466433e+02
8.870835e+02  1.416904e+02
8.870854e+02  1.369594e+02
8.870872e+02  1.324391e+02
8.870891e+02  1.281187e+02
8.870910e+02  1.239879e+02
8.870929e+02  1.200371e+02
8.870947e+02  1.162571e+02
8.870966e+02  1.126391e+02
8.870985e+02  1.091749e+02
8.871004e+02  1.058567e+02
8.871022e+02  1.026772e+02
8.871041e+02  9.962927e+01
8.871060e+02  9.670644e+01
8.871079e+02  9.390245e+01
8.871097e+02  9.121141e+01
8.871116e+02  8.862776e+01
8.871135e+02  8.614624e+01
8.871154e+02  8.376190e+01
8.871173e+02  8.147004e+01
8.871191e+02  7.926623e+01
8.871210e+02  7.714627e+01
8.871229e+02  7.510620e+01
8.871266e+02  7.125094e+01
8.871304e+02  6.767285e+01
8.871341e+02  6.434716e+01
8.871379e+02  6.125170e+01
8.871416e+02  5.836655e+01
8.871454e+02  5.567379e+01
8.871491e+02  5.315730e+01
8.871529e+02  5.080254e+01
8.871566e+02  4.859639e+01
8.871604e+02  4.652697e+01
8.871641e+02  4.458355e+01
8.871679e+02  4.275638e+01
8.871717e+02  4.103661e+01
8.871754e+02  3.941620e+01
8.871792e+02  3.788782e+01
8.871829e+02  3.644479e+01
8.871867e+02  3.508100e+01
8.871904e+02  3.379089e+01
8.871942e+02  3.256935e+01
8.871979e+02  3.141170e+01
8.872017e+02  3.031363e+01
8.872054e+02  2.927121e+01
8.872092e+02  2.828080e+01
8.872129e+02  2.733905e+01
8.872167e+02  2.644288e+01
8.872204e+02  2.558944e+01
8.872242e+02  2.477609e+01
8.872279e+02  2.400041e+01
8.872317e+02  2.326013e+01
8.872354e+02  2.255315e+01
8.872392e+02  2.187754e+01
8.872429e+02  2.123149e+01
8.872467e+02  2.061333e+01
8.872504e+02  2.002148e+01
8.872542e+02  1.945450e+01
8.872580e+02  1.891103e+01
8.872617e+02  1.838979e+01
8.872655e+02  1.788960e+01
8.872692e+02  1.740937e+01
8.872730e+02  1.694804e+01
8.872767e+02  1.650465e+01
8.872805e+02  1.607830e+01
8.872842e+02  1.566812e+01
8.872910e+02  1.496334e+01
8.872978e+02  1.430473e+01
8.873025e+02  1.387536e+01
8.873072e+02  1.346491e+01
8.873119e+02  1.307228e+01
8.873166e+02  1.269648e+01
8.873213e+02  1.233656e+01
8.873260e+02  1.199165e+01
8.873306e+02  1.166092e+01
8.873353e+02  1.134362e+01
8.873400e+02  1.103903e+01
8.873447e+02  1.074648e+01
8.873494e+02  1.046536e+01
8.873541e+02  1.019508e+01
8.873635e+02  9.684887e+00
8.873729e+02  9.211914e+00
8.873822e+02  8.772645e+00
8.873916e+02  8.363967e+00
8.874010e+02  7.983118e+00
